1.25-60-000,1.25-60-060,1.25-60-120,1.25-75-000,1.25-75-060,1.25-75-120,1.25-86-000,1.25-86-060,1.25-86-120,2.50-45-000,2.50-45-060,2.50-45-120,2.50-60-000,2.50-60-060,2.50-60-120,2.50-75-000,2.50-75-060,2.50-75-120,2.50-86-000,2.50-86-060,2.50-86-120
40583,40679,40590,39092,38697,38277,30190,19945,6472,48671,37983,25621,47175,33393,18277,48741,25062,3600,41278,19803,2592
40397,40454,40146,38486,38336,37971,30134,21449,7381,47701,39702,26404,46428,35534,19342,47979,28227,4458,40542,22411,3168
39488,39419,39451,37965,37827,37695,29636,22431,8049,46306,41424,27340,44837,37530,20131,46281,31548,5627,39813,24814,3873
38191,37884,38242,36671,36711,36641,28878,23965,9014,43666,42138,27491,42775,39056,21323,44166,35718,7068,38079,27464,4707
36409,36580,36811,35257,35595,34953,28449,25465,9976,41151,42365,28222,40498,40203,22147,41243,38454,8582,36540,29972,5654
34776,34602,34194,33668,33586,33731,27472,26689,10906,37795,41964,28493,36866,40518,22674,38021,41570,10569,34694,32349,6775
32528,32444,32323,31176,31735,31679,26376,27606,12040,34469,41276,28900,34159,40510,23793,34470,43342,12434,32189,34697,8300
29737,30091,29977,29200,29444,29366,25255,28422,13221,30994,39976,28239,30525,40480,24275,31042,44765,14896,30179,36642,9517
27443,27354,27051,27035,27087,27431,23886,28930,14552,27124,38095,28184,27093,39742,25000,27526,46070,17210,27345,38430,11148
24682,25099,25011,24535,24779,24919,22808,29536,15704,23603,35857,27452,23964,38103,25505,23643,46178,20133,24958,39815,13202
22212,22293,22368,22383,22541,22677,21172,29793,17053,20276,33404,27010,20328,36720,25743,20174,45875,22803,22465,40663,15018
19972,19722,20022,19844,20309,20429,20041,30048,18828,17203,30708,26272,17743,34292,25746,17241,44872,25553,19883,41374,17353
17430,17689,17572,17840,18205,18152,18344,29788,20141,14767,28064,25245,15067,32019,26387,14319,42766,28195,17569,41182,20046
15278,15316,15280,15630,15926,16171,17075,29920,21338,12231,25010,24512,12561,29621,26129,11978,40326,30717,15241,40570,22097
13138,13323,13452,13831,14005,14036,15679,29543,23042,10095,22684,23704,10611,26856,26046,9893,37676,32996,13311,39773,24559
11347,11364,11435,12092,12034,12388,14473,28772,23909,8457,19737,22707,8904,24633,25799,7988,35175,35239,11281,38631,27468
9690,9755,9639,10338,10442,10812,13123,28356,25265,6767,17230,21791,7244,22023,25283,6592,31855,36331,9417,36710,29757
8248,8287,8272,9042,8924,9310,11775,27245,26458,5542,15265,20386,6000,19427,24951,5259,28855,37417,8086,34634,32572
6842,6825,6898,7557,7912,7760,10755,25888,27257,4540,12999,19006,4977,17527,24382,4185,25388,38502,6831,32042,34736
5569,5830,5858,6392,6473,6582,9562,24912,28170,3629,11121,18478,3952,15319,24008,3482,22734,38753,5573,30001,36880
